Iteration,Phase3_ArterialPrecision,Phase3_PortalPrecision,Phase3_PreContrastPrecision,Phase3_ArterialRecall,Phase3_PortalRecall,Phase3_PreContrastRecall,Phase3_ArterialF1,Phase3_PortalF1,Phase3_PreContrastF1
301,1,0,0.968503937007874,0.875,0,1,0.933333333333333,0,0.984
302,0.75,0.9,0.992857142857143,0.75,0.818181818181818,1,0.75,0.857142857142857,0.996415770609319
303,0.6,0,0.940677966101695,1,0,1,0.75,0,0.96943231441048
304,0.8,0,0.963768115942029,0.571428571428571,0,1,0.666666666666667,0,0.981549815498155
305,0.75,0,0.965217391304348,0.428571428571429,0,1,0.545454545454545,0,0.982300884955752
306,1,0.85,0.991596638655462,0.25,0.944444444444444,1,0.4,0.894736842105263,0.9957805907173
307,1,0,0.975409836065574,1,0,1,1,0,0.987551867219917
308,0.666666666666667,0,0.948717948717949,0.4,0,1,0.5,0,0.973684210526316
309,1,0,0.990566037735849,1,0,1,1,0,0.995260663507109
310,1,0,0.983050847457627,0.8,0,1,0.888888888888889,0,0.991452991452991
311,0,0,0.9,0,0,1,0,0,0.947368421052632
312,0.75,0,0.945945945945946,0.75,0,1,0.75,0,0.972222222222222
313,1,0,0.977099236641221,0.75,0,1,0.857142857142857,0,0.988416988416988
314,0.5,0,0.975,0.5,0,1,0.5,0,0.987341772151899
315,0,0.666666666666667,1,0,1,0.982905982905983,0,0.8,0.991379310344828
316,1,0.714285714285714,1,0.6,1,1,0.75,0.833333333333333,1
317,0,0.407407407407407,0.991071428571429,0,0.916666666666667,0.965217391304348,0,0.564102564102564,0.977973568281938
318,0.833333333333333,0,0.956140350877193,0.714285714285714,0,1,0.769230769230769,0,0.977578475336323
319,1,0.666666666666667,1,0.2,1,1,0.333333333333333,0.8,1
320,0.833333333333333,0.875,0.990990990990991,0.833333333333333,0.777777777777778,1,0.833333333333333,0.823529411764706,0.995475113122172
321,0.666666666666667,0,0.968253968253968,0.5,0,1,0.571428571428572,0,0.983870967741935
322,0.833333333333333,0,0.942148760330578,0.555555555555556,0,1,0.666666666666667,0,0.970212765957447
323,0,0,0.878048780487805,0,0,1,0,0,0.935064935064935
324,1,0,0.96,0.333333333333333,0,1,0.5,0,0.979591836734694
325,1,0.6,0.954954954954955,0.375,0.6,1,0.545454545454545,0.6,0.976958525345622
326,1,0,0.980952380952381,1,0,1,1,0,0.990384615384615
327,0,0,0.895522388059702,0,0,1,0,0,0.94488188976378
328,1,0.666666666666667,0.983739837398374,0.25,0.75,1,0.4,0.705882352941177,0.991803278688525
329,0,0.52,1,0,1,1,0,0.684210526315789,1
330,1,0.9,1,0.5,1,1,0.666666666666667,0.947368421052632,1
331,0.833333333333333,0,0.991304347826087,1,0,1,0.909090909090909,0,0.995633187772926
332,1,0.526315789473684,1,0.142857142857143,1,0.972727272727273,0.25,0.689655172413793,0.986175115207373
333,1,0,0.948275862068966,0.4,0,1,0.571428571428572,0,0.973451327433628
334,1,0.75,0.982758620689655,0.2,0.857142857142857,1,0.333333333333333,0.8,0.991304347826087
335,1,0,0.953846153846154,0.666666666666667,0,1,0.8,0,0.976377952755905
336,0.666666666666667,0,0.974576271186441,0.5,0,1,0.571428571428572,0,0.987124463519313
337,1,0,0.974137931034483,0.833333333333333,0,1,0.909090909090909,0,0.986899563318777
338,1,0,0.948275862068966,0.4,0,1,0.571428571428572,0,0.973451327433628
339,1,0,0.967213114754098,0.6,0,1,0.75,0,0.983333333333333
340,0.8,0,0.931623931623932,0.5,0,1,0.615384615384615,0,0.964601769911504
341,0.833333333333333,0,0.953488372093023,0.625,0,1,0.714285714285714,0,0.976190476190476
342,0,0,0.901515151515151,0,0,1,0,0,0.948207171314741
343,0,0.923076923076923,1,0,0.923076923076923,1,0,0.923076923076923,1
344,0.8,0,0.966101694915254,0.666666666666667,0,1,0.727272727272727,0,0.982758620689655
345,1,0.3,0.973684210526316,0.222222222222222,0.5,1,0.363636363636364,0.375,0.986666666666667
346,1,0.705882352941177,1,0.2,1,0.991735537190083,0.333333333333333,0.827586206896552,0.995850622406639
347,0,0.461538461538462,1,0,1,1,0,0.631578947368421,1
348,0.8,0,0.976190476190476,1,0,1,0.888888888888889,0,0.987951807228916
349,1,0,0.937984496124031,0.5,0,1,0.666666666666667,0,0.968
350,0,0.478260869565217,0.980582524271845,0,0.846153846153846,1,0,0.611111111111111,0.990196078431373
351,1,0.75,0.991379310344828,0.4,0.9,1,0.571428571428572,0.818181818181818,0.995670995670996
352,0.8,0,0.948275862068966,0.444444444444444,0,1,0.571428571428571,0,0.973451327433628
353,0.8,0,0.963636363636364,0.5,0,1,0.615384615384615,0,0.981481481481482
354,0.8,0,0.991452991452991,0.8,0,1,0.8,0,0.995708154506438
355,0,0,0.908396946564885,0,0,1,0,0,0.952
356,0,0.5,0.971428571428571,0,0.75,1,0,0.6,0.985507246376812
357,0.833333333333333,0,1,1,0,1,0.909090909090909,0,1
358,1,0,0.983333333333333,0.714285714285714,0,1,0.833333333333333,0,0.991596638655462
359,0.6,0,0.96,0.6,0,1,0.6,0,0.979591836734694
360,1,0.529411764705882,1,0.2,1,1,0.333333333333333,0.692307692307692,1
361,0.5,0,0.983606557377049,1,0,1,0.666666666666667,0,0.991735537190083
362,0.8,0,0.964285714285714,0.8,0,1,0.8,0,0.981818181818182
363,0.666666666666667,0,0.974137931034483,0.5,0,1,0.571428571428572,0,0.986899563318777
364,1,0,0.966101694915254,0.833333333333333,0,1,0.909090909090909,0,0.982758620689655
365,1,0,0.966386554621849,0.6,0,1,0.75,0,0.982905982905983
366,0.75,1,0.974576271186441,1,0.545454545454545,1,0.857142857142857,0.705882352941176,0.987124463519313
367,0,0.571428571428571,1,0,1,1,0,0.727272727272727,1
368,1,0.666666666666667,1,0.2,1,1,0.333333333333333,0.8,1
369,0,0.571428571428571,0.991071428571429,0,0.923076923076923,1,0,0.705882352941177,0.995515695067265
370,1,0,0.954887218045113,0.777777777777778,0,1,0.875,0,0.976923076923077
371,1,0.666666666666667,1,0.285714285714286,1,1,0.444444444444444,0.8,1
372,1,0,0.951219512195122,0.333333333333333,0,1,0.5,0,0.975
373,1,0.588235294117647,1,0.166666666666667,1,0.983739837398374,0.285714285714286,0.740740740740741,0.991803278688525
374,0.666666666666667,0.545454545454545,0.990990990990991,0.285714285714286,0.75,1,0.4,0.631578947368421,0.995475113122172
375,1,0.588235294117647,1,0.125,1,1,0.222222222222222,0.740740740740741,1
376,1,0.5,0.990990990990991,0.166666666666667,0.833333333333333,1,0.285714285714286,0.625,0.995475113122172
377,0.8,0,0.990909090909091,1,0,1,0.888888888888889,0,0.995433789954338
378,1,0.733333333333333,0.976,0.2,0.785714285714286,1,0.333333333333333,0.758620689655172,0.987854251012146
379,0.8,0,0.984126984126984,1,0,1,0.888888888888889,0,0.992
380,1,0.583333333333333,0.991150442477876,0.285714285714286,0.875,1,0.444444444444444,0.7,0.995555555555556
381,0.833333333333333,1,0.975409836065574,1,0.428571428571429,1,0.909090909090909,0.6,0.987551867219917
382,0.8,0,0.992,1,0,1,0.888888888888889,0,0.995983935742972
383,0.714285714285714,0,0.976923076923077,0.714285714285714,0,1,0.714285714285714,0,0.988326848249027
384,0,0.611111111111111,1,0,1,1,0,0.758620689655172,1
385,1,0,0.959677419354839,0.75,0,1,0.857142857142857,0,0.979423868312757
386,0.5,0,0.94488188976378,1,0,1,0.666666666666667,0,0.97165991902834
387,0,0.357142857142857,0.991452991452991,0,0.833333333333333,1,0,0.5,0.995708154506438
388,1,0,0.991304347826087,1,0,1,1,0,0.995633187772926
389,1,0,0.974789915966387,0.8,0,1,0.888888888888889,0,0.987234042553191
390,0.8,0.833333333333333,0.991071428571429,0.8,0.714285714285714,1,0.8,0.769230769230769,0.995515695067265
391,1,0,0.945736434108527,0.333333333333333,0,1,0.5,0,0.972111553784861
392,1,0,0.957983193277311,0.75,0,1,0.857142857142857,0,0.978540772532189
393,1,0.7,0.991735537190083,0.25,0.875,1,0.4,0.777777777777778,0.995850622406639
394,0,0.521739130434783,0.984375,0,0.857142857142857,1,0,0.648648648648649,0.992125984251969
395,1,0.733333333333333,0.984251968503937,0.2,0.846153846153846,1,0.333333333333333,0.785714285714286,0.992063492063492
396,1,0.615384615384615,1,0.285714285714286,1,1,0.444444444444444,0.761904761904762,1
397,0.75,0,0.947826086956522,0.428571428571429,0,1,0.545454545454545,0,0.973214285714286
398,0.8,0,0.938053097345133,0.5,0,1,0.615384615384615,0,0.968036529680365
399,1,0,0.982300884955752,1,0,1,1,0,0.991071428571429
400,0.833333333333333,0,0.973913043478261,0.833333333333333,0,1,0.833333333333333,0,0.986784140969163
401,0,0.714285714285714,1,0,1,1,0,0.833333333333333,1
402,0.6,0,0.966666666666667,0.5,0,1,0.545454545454545,0,0.983050847457627
403,1,0,0.966942148760331,0.833333333333333,0,1,0.909090909090909,0,0.983193277310924
404,1,0,0.964912280701754,0.833333333333333,0,1,0.909090909090909,0,0.982142857142857
405,0,0,0.898305084745763,0,0,1,0,0,0.946428571428572
406,0,0.590909090909091,0.975609756097561,0,0.8125,1,0,0.68421052631579,0.987654320987654
407,0,0.714285714285714,0.975,0,0.769230769230769,1,0,0.740740740740741,0.987341772151899
408,0.5,1,0.990476190476191,1,0.666666666666667,1,0.666666666666667,0.8,0.995215311004785
409,0.75,0,0.956140350877193,0.5,0,1,0.6,0,0.977578475336323
410,1,0.705882352941177,1,0.166666666666667,1,1,0.285714285714286,0.827586206896552,1
411,0,0.444444444444444,0.990384615384615,0,0.888888888888889,1,0,0.592592592592593,0.995169082125604
412,0.75,0,0.948717948717949,0.857142857142857,0,1,0.8,0,0.973684210526316
413,1,0.8,0.983333333333333,0.6,0.8,1,0.75,0.8,0.991596638655462
414,0.666666666666667,1,0.991666666666667,1,0.571428571428571,1,0.8,0.727272727272727,0.99581589958159
415,1,0,0.984126984126984,0.8,0,1,0.888888888888889,0,0.992
416,1,0.444444444444444,1,0.375,1,1,0.545454545454545,0.615384615384615,1
417,1,0,0.96031746031746,0.666666666666667,0,1,0.8,0,0.979757085020243
418,0.833333333333333,0,0.984496124031008,1,0,1,0.909090909090909,0,0.9921875
419,1,0.545454545454545,0.991379310344828,0.166666666666667,0.857142857142857,1,0.285714285714286,0.666666666666667,0.995670995670996
420,0.666666666666667,0,0.974137931034483,0.666666666666667,0,1,0.666666666666667,0,0.986899563318777
421,1,0,0.952830188679245,0.6,0,1,0.75,0,0.975845410628019
422,0,0,0.944,0,0,1,0,0,0.97119341563786
423,0.5,0,0.982608695652174,0.666666666666667,0,1,0.571428571428572,0,0.991228070175439
424,1,0,0.964285714285714,0.8,0,1,0.888888888888889,0,0.981818181818182
425,0,0,0.886363636363636,0,0,1,0,0,0.939759036144578
426,0.8,0,0.983050847457627,0.8,0,1,0.8,0,0.991452991452991
427,0,0,0.875968992248062,0,0,1,0,0,0.933884297520661
428,1,0.928571428571429,0.991525423728814,0.833333333333333,0.928571428571429,1,0.909090909090909,0.928571428571429,0.995744680851064
429,0,0.4,1,0,1,0.959016393442623,0,0.571428571428572,0.97907949790795
430,1,0,0.912,0.333333333333333,0,1,0.5,0,0.95397489539749
431,1,0,0.952380952380952,0.571428571428571,0,1,0.727272727272727,0,0.975609756097561
432,1,0.615384615384615,0.980952380952381,0.166666666666667,0.8,1,0.285714285714286,0.695652173913043,0.990384615384615
433,0.75,0,0.954954954954955,0.6,0,1,0.666666666666667,0,0.976958525345622
434,0.666666666666667,0,0.9375,0.4,0,1,0.5,0,0.967741935483871
435,0.857142857142857,0,0.992063492063492,0.857142857142857,0,1,0.857142857142857,0,0.99601593625498
436,0.666666666666667,0,0.982608695652174,0.666666666666667,0,1,0.666666666666667,0,0.991228070175439
437,1,0.714285714285714,0.991452991452991,0.333333333333333,0.909090909090909,1,0.5,0.8,0.995708154506438
438,1,0,0.984962406015038,1,0,1,1,0,0.992424242424242
439,1,0,0.967479674796748,0.833333333333333,0,1,0.909090909090909,0,0.983471074380165
440,1,0.6875,1,0.285714285714286,1,1,0.444444444444444,0.814814814814815,1
441,0.666666666666667,0,0.946902654867257,0.4,0,1,0.5,0,0.972727272727273
442,0.666666666666667,0,0.954887218045113,0.444444444444444,0,1,0.533333333333333,0,0.976923076923077
443,1,0.615384615384615,0.983193277310924,0.375,0.8,1,0.545454545454545,0.695652173913043,0.991525423728813
444,0.875,0,0.983739837398374,1,0,1,0.933333333333333,0,0.991803278688525
445,0.5,0,0.966101694915254,0.5,0,1,0.5,0,0.982758620689655
446,0.75,0,0.963963963963964,0.6,0,1,0.666666666666667,0,0.981651376146789
447,0.75,0,0.958677685950413,0.5,0,1,0.6,0,0.978902953586498
448,1,0.333333333333333,0.954198473282443,0.142857142857143,0.333333333333333,1,0.25,0.333333333333333,0.9765625
449,1,0.588235294117647,0.981818181818182,0.125,0.833333333333333,1,0.222222222222222,0.689655172413793,0.990825688073394
450,0.833333333333333,0,0.990384615384615,1,0,1,0.909090909090909,0,0.995169082125604
451,1,0.615384615384615,0.992063492063492,0.25,0.888888888888889,0.984251968503937,0.4,0.727272727272727,0.988142292490119
452,1,0,0.976190476190476,0.75,0,1,0.857142857142857,0,0.987951807228916
453,1,0.666666666666667,0.980392156862745,0.333333333333333,0.8,1,0.5,0.727272727272727,0.99009900990099
454,1,0.615384615384615,1,0.166666666666667,1,1,0.285714285714286,0.761904761904762,1
455,0.571428571428571,1,0.982608695652174,1,0.375,1,0.727272727272727,0.545454545454545,0.991228070175439
456,0.666666666666667,0.666666666666667,0.972727272727273,0.666666666666667,0.444444444444444,1,0.666666666666667,0.533333333333333,0.986175115207373
457,0.666666666666667,0.8,0.990990990990991,1,0.8,0.982142857142857,0.8,0.8,0.986547085201794
458,0,0,0.918032786885246,0,0,1,0,0,0.957264957264957
459,0.571428571428571,1,1,1,0.769230769230769,1,0.727272727272727,0.869565217391304,1
460,1,0.666666666666667,1,0.5,1,0.990909090909091,0.666666666666667,0.8,0.995433789954338
461,1,0,0.952380952380952,0.857142857142857,0,1,0.923076923076923,0,0.975609756097561
462,0.833333333333333,0,0.96551724137931,0.714285714285714,0,1,0.769230769230769,0,0.982456140350877
463,0.75,0,0.954954954954955,0.428571428571429,0,1,0.545454545454545,0,0.976958525345622
464,0.75,0,0.934959349593496,0.375,0,1,0.5,0,0.966386554621849
465,1,0,0.975,0.888888888888889,0,1,0.941176470588235,0,0.987341772151899
466,0.75,0.9,1,0.75,0.9,1,0.75,0.9,1
467,1,0.625,1,0.5,1,0.965217391304348,0.666666666666667,0.769230769230769,0.982300884955752
468,0,0.523809523809524,0.991304347826087,0,0.916666666666667,1,0,0.666666666666667,0.995633187772926
469,0,0.4,0.982300884955752,0,0.75,1,0,0.521739130434783,0.991071428571429
470,1,0.5,0.981981981981982,0.25,0.6,1,0.4,0.545454545454545,0.990909090909091
471,1,0,0.955752212389381,0.6,0,1,0.75,0,0.97737556561086
472,0.666666666666667,0,0.967741935483871,0.5,0,1,0.571428571428572,0,0.983606557377049
473,1,0,0.942622950819672,0.428571428571429,0,1,0.6,0,0.970464135021097
474,1,0.538461538461538,1,0.625,1,0.974137931034483,0.769230769230769,0.7,0.986899563318777
475,1,0,0.941176470588235,0.5,0,1,0.666666666666667,0,0.96969696969697
476,1,0.6,0.972222222222222,0.5,0.666666666666667,1,0.666666666666667,0.631578947368421,0.985915492957746
477,1,0,0.968,0.777777777777778,0,1,0.875,0,0.983739837398374
478,1,0,0.976377952755906,0.714285714285714,0,1,0.833333333333333,0,0.98804780876494
479,0.25,0.769230769230769,0.991379310344828,0.25,0.714285714285714,1,0.25,0.740740740740741,0.995670995670996
480,0.8,0.5,0.964601769911504,0.666666666666667,0.285714285714286,1,0.727272727272727,0.363636363636364,0.981981981981982
481,0,0.631578947368421,1,0,1,1,0,0.774193548387097,1
482,1,0,0.948717948717949,0.5,0,1,0.666666666666667,0,0.973684210526316
483,0.333333333333333,0,0.983193277310924,1,0,1,0.5,0,0.991525423728813
484,1,0,0.991869918699187,1,0,1,1,0,0.995918367346939
485,0.666666666666667,0.833333333333333,0.965811965811966,0.8,0.454545454545455,1,0.727272727272727,0.588235294117647,0.982608695652174
486,0.8,0,0.933884297520661,0.571428571428571,0,1,0.666666666666667,0,0.965811965811966
487,0.833333333333333,0.666666666666667,0.983193277310924,0.714285714285714,0.571428571428571,1,0.769230769230769,0.615384615384615,0.991525423728813
488,1,0,0.96031746031746,0.5,0,1,0.666666666666667,0,0.979757085020243
489,0.8,0,0.976377952755906,0.571428571428571,0,1,0.666666666666667,0,0.98804780876494
490,0.5,0.714285714285714,0.980769230769231,0.333333333333333,0.625,1,0.4,0.666666666666667,0.990291262135922
491,1,0,0.967213114754098,0.571428571428571,0,1,0.727272727272727,0,0.983333333333333
492,0,0,0.888888888888889,0,0,1,0,0,0.941176470588235
493,1,0,0.975609756097561,0.6,0,1,0.75,0,0.987654320987654
494,1,0.75,1,0.25,1,1,0.4,0.857142857142857,1
495,0,0.642857142857143,0.991525423728814,0,0.9,1,0,0.75,0.995744680851064
496,1,0.736842105263158,0.990990990990991,0.285714285714286,0.933333333333333,1,0.444444444444444,0.823529411764706,0.995475113122172
497,1,0.777777777777778,1,0.5,1,1,0.666666666666667,0.875,1
498,0,0.625,0.991150442477876,0,0.909090909090909,1,0,0.740740740740741,0.995555555555556
499,1,0.733333333333333,0.991304347826087,0.333333333333333,0.916666666666667,1,0.5,0.814814814814815,0.995633187772926
500,1,0,0.939130434782609,0.4,0,1,0.571428571428572,0,0.968609865470852
501,1,0,0.913793103448276,0.25,0,1,0.4,0,0.954954954954955
502,1,0.642857142857143,0.991304347826087,0.25,0.9,0.982758620689655,0.4,0.75,0.987012987012987
503,1,0,0.896825396825397,0.2,0,1,0.333333333333333,0,0.945606694560669
504,1,0,0.991228070175439,1,0,1,1,0,0.995594713656388
505,0.666666666666667,0,0.964601769911504,0.666666666666667,0,1,0.666666666666667,0,0.981981981981982
506,1,0.833333333333333,0.975206611570248,0.714285714285714,0.769230769230769,1,0.833333333333333,0.8,0.98744769874477
507,1,0,0.957983193277311,0.625,0,1,0.769230769230769,0,0.978540772532189
508,0.75,0.857142857142857,0.991071428571429,0.857142857142857,0.666666666666667,1,0.8,0.75,0.995515695067265
509,0.625,0.9,1,0.833333333333333,0.75,1,0.714285714285714,0.818181818181818,1
510,1,0.642857142857143,0.990476190476191,0.285714285714286,0.9,1,0.444444444444444,0.75,0.995215311004785
511,0,0.521739130434783,1,0,1,0.968253968253968,0,0.685714285714286,0.983870967741935
512,0,0.416666666666667,0.973684210526316,0,0.625,1,0,0.5,0.986666666666667
513,0,0.4,1,0,1,0.974137931034483,0,0.571428571428572,0.986899563318777
514,1,0,0.976190476190476,1,0,1,1,0,0.987951807228916
515,1,0,0.956521739130435,0.625,0,1,0.769230769230769,0,0.977777777777778
516,1,0.684210526315789,1,0.142857142857143,1,1,0.25,0.8125,1
517,0.5,0.8,0.991071428571429,0.75,0.5,1,0.6,0.615384615384615,0.995515695067265
518,1,0,0.959677419354839,0.5,0,1,0.666666666666667,0,0.979423868312757
519,1,0.578947368421053,1,0.142857142857143,1,0.981132075471698,0.25,0.733333333333333,0.990476190476191
520,1,0.461538461538462,0.991228070175439,0.125,0.857142857142857,1,0.222222222222222,0.6,0.995594713656388
521,1,0,0.965811965811966,0.75,0,1,0.857142857142857,0,0.982608695652174
522,1,0,0.967213114754098,0.75,0,1,0.857142857142857,0,0.983333333333333
523,1,0,0.955752212389381,0.666666666666667,0,1,0.8,0,0.97737556561086
524,1,0,0.956521739130435,0.428571428571429,0,1,0.6,0,0.977777777777778
525,1,0.666666666666667,0.973451327433628,0.4,0.666666666666667,1,0.571428571428572,0.666666666666667,0.986547085201794
526,0.666666666666667,0,0.950819672131147,0.333333333333333,0,1,0.444444444444444,0,0.974789915966387
527,1,0.454545454545455,0.973214285714286,0.25,0.625,1,0.4,0.526315789473684,0.986425339366516
528,0.666666666666667,0,0.959349593495935,0.4,0,1,0.5,0,0.979253112033195
529,0,0.571428571428571,1,0,1,1,0,0.727272727272727,1
530,1,0,0.974358974358974,0.75,0,1,0.857142857142857,0,0.987012987012987
531,0.8,0,0.957627118644068,0.571428571428571,0,1,0.666666666666667,0,0.978354978354978
532,0.666666666666667,0,0.964912280701754,0.666666666666667,0,1,0.666666666666667,0,0.982142857142857
533,1,0,0.974789915966387,0.857142857142857,0,1,0.923076923076923,0,0.987234042553191
534,1,0.777777777777778,0.990476190476191,0.428571428571429,0.933333333333333,1,0.6,0.848484848484849,0.995215311004785
535,0.75,0.647058823529412,1,0.5,0.916666666666667,0.973214285714286,0.6,0.758620689655172,0.986425339366516
536,1,0.615384615384615,0.982142857142857,0.166666666666667,0.8,1,0.285714285714286,0.695652173913043,0.990990990990991
537,0.666666666666667,0,0.950413223140496,0.333333333333333,0,1,0.444444444444444,0,0.974576271186441
538,1,0.6,0.992481203007519,0.5,0.75,1,0.666666666666667,0.666666666666667,0.99622641509434
539,0,0.6,0.983471074380165,0,0.857142857142857,1,0,0.705882352941176,0.991666666666667
540,0.714285714285714,0,0.965217391304348,1,0,1,0.833333333333333,0,0.982300884955752
541,0,0.619047619047619,0.990825688073395,0,0.928571428571429,1,0,0.742857142857143,0.995391705069124
542,0,0,0.934426229508197,0,0,1,0,0,0.966101694915254
543,0.8,0,0.938053097345133,0.5,0,1,0.615384615384615,0,0.968036529680365
544,1,0.545454545454545,1,0.375,1,1,0.545454545454545,0.705882352941176,1
545,1,0.636363636363636,1,0.5,1,0.991803278688525,0.666666666666667,0.777777777777778,0.995884773662551
546,1,0,0.954954954954955,0.428571428571429,0,1,0.6,0,0.976958525345622
547,1,0.4375,0.991935483870968,0.166666666666667,0.875,0.968503937007874,0.285714285714286,0.583333333333333,0.980079681274901
548,0.666666666666667,0,0.964285714285714,0.4,0,1,0.5,0,0.981818181818182
549,1,0,0.962962962962963,0.666666666666667,0,1,0.8,0,0.981132075471698
550,0,0.6875,0.991452991452991,0,0.916666666666667,1,0,0.785714285714286,0.995708154506438
551,1,0.666666666666667,0.983193277310924,0.444444444444444,0.833333333333333,1,0.615384615384615,0.740740740740741,0.991525423728813
552,1,0.6875,1,0.166666666666667,1,1,0.285714285714286,0.814814814814815,1
553,0.75,0,0.972727272727273,0.75,0,1,0.75,0,0.986175115207373
554,1,0.555555555555556,1,0.333333333333333,1,0.982905982905983,0.5,0.714285714285714,0.991379310344828
555,1,0,0.942857142857143,0.166666666666667,0,1,0.285714285714286,0,0.970588235294118
556,1,0.642857142857143,0.990740740740741,0.444444444444444,0.9,1,0.615384615384615,0.75,0.995348837209302
557,0,0.4375,0.983050847457627,0,0.777777777777778,1,0,0.56,0.991452991452991
558,0.833333333333333,0,0.991735537190083,1,0,1,0.909090909090909,0,0.995850622406639
559,1,0.642857142857143,1,0.166666666666667,1,1,0.285714285714286,0.782608695652174,1
560,0,0.55,0.992,0,0.916666666666667,1,0,0.6875,0.995983935742972
561,0.833333333333333,0.928571428571429,0.981651376146789,0.833333333333333,0.8125,1,0.833333333333333,0.866666666666667,0.990740740740741
562,1,0,0.950819672131147,0.571428571428571,0,1,0.727272727272727,0,0.974789915966387
563,0.6,0,0.974789915966387,1,0,1,0.75,0,0.987234042553191
564,1,0.625,0.982456140350877,0.285714285714286,0.833333333333333,0.991150442477876,0.444444444444444,0.714285714285714,0.986784140969163
565,0.833333333333333,0,0.958333333333333,0.714285714285714,0,1,0.769230769230769,0,0.978723404255319
566,1,0,0.972972972972973,0.571428571428571,0,1,0.727272727272727,0,0.986301369863014
567,1,0,0.944954128440367,0.666666666666667,0,1,0.8,0,0.971698113207547
568,1,0.428571428571429,1,0.285714285714286,1,0.975,0.444444444444444,0.6,0.987341772151899
569,1,0,0.968992248062015,1,0,1,1,0,0.984251968503937
570,1,0.714285714285714,0.991071428571429,0.5,0.909090909090909,1,0.666666666666667,0.8,0.995515695067265
571,0.857142857142857,0.777777777777778,1,0.75,0.875,1,0.8,0.823529411764706,1
572,1,0,0.959349593495935,0.4,0,1,0.571428571428572,0,0.979253112033195
573,0,0,0.904,0,0,1,0,0,0.949579831932773
574,1,0,0.952380952380952,0.714285714285714,0,1,0.833333333333333,0,0.975609756097561
575,1,0,0.93859649122807,0.5,0,1,0.666666666666667,0,0.968325791855204
576,1,0,0.955555555555556,0.5,0,1,0.666666666666667,0,0.977272727272727
577,0,0.611111111111111,1,0,1,1,0,0.758620689655172,1
578,1,0.833333333333333,1,0.5,1,1,0.666666666666667,0.909090909090909,1
579,1,0.777777777777778,0.984732824427481,0.5,0.777777777777778,1,0.666666666666667,0.777777777777778,0.992307692307692
580,0.8,0,0.967213114754098,0.8,0,1,0.8,0,0.983333333333333
581,1,0,0.966386554621849,0.75,0,1,0.857142857142857,0,0.982905982905983
582,0.857142857142857,0,0.922413793103448,0.857142857142857,0,1,0.857142857142857,0,0.959641255605381
583,0.8,0,0.973684210526316,0.8,0,1,0.8,0,0.986666666666667
584,1,0.8,0.953125,0.8,0.4,1,0.888888888888889,0.533333333333333,0.976
585,1,0.571428571428571,0.984962406015038,0.4,0.666666666666667,1,0.571428571428572,0.615384615384615,0.992424242424242
586,0.8,0,0.904761904761905,0.5,0,1,0.615384615384615,0,0.95
587,0.75,0,0.973684210526316,0.75,0,1,0.75,0,0.986666666666667
588,0,0.769230769230769,0.981818181818182,0,0.833333333333333,1,0,0.8,0.990825688073394
589,0.75,0.666666666666667,0.966101694915254,0.5,0.545454545454545,1,0.6,0.6,0.982758620689655
590,1,0.428571428571429,1,0.2,1,1,0.333333333333333,0.6,1
591,0.857142857142857,0.75,0.975806451612903,0.75,0.6,1,0.8,0.666666666666667,0.987755102040816
592,0,0.470588235294118,1,0,1,1,0,0.64,1
593,1,0,0.976744186046512,0.8,0,1,0.888888888888889,0,0.988235294117647
594,0.666666666666667,0.625,0.973684210526316,0.4,0.555555555555556,1,0.5,0.588235294117647,0.986666666666667
595,1,0.625,1,0.4,1,1,0.571428571428572,0.769230769230769,1
596,0.5,1,0.976744186046512,1,0.5,1,0.666666666666667,0.666666666666667,0.988235294117647
597,0.857142857142857,0,0.975806451612903,1,0,1,0.923076923076923,0,0.987755102040816
598,1,0.692307692307692,0.991452991452991,0.333333333333333,0.9,1,0.5,0.782608695652174,0.995708154506438
599,1,0.647058823529412,0.991379310344828,0.142857142857143,0.916666666666667,1,0.25,0.758620689655172,0.995670995670996
600,0.833333333333333,0,0.982608695652174,0.833333333333333,0,1,0.833333333333333,0,0.991228070175439
601,0,0.470588235294118,0.981981981981982,0,0.8,1,0,0.592592592592593,0.990909090909091
602,0.666666666666667,0,0.941176470588235,0.571428571428571,0,1,0.615384615384615,0,0.96969696969697
603,1,0.6875,0.983050847457627,0.166666666666667,0.846153846153846,1,0.285714285714286,0.758620689655172,0.991452991452991
604,0.6,0.833333333333333,0.981981981981982,0.75,0.555555555555556,1,0.666666666666667,0.666666666666667,0.990909090909091
605,1,0,0.959677419354839,0.857142857142857,0,1,0.923076923076923,0,0.979423868312757
606,1,0,0.94017094017094,0.666666666666667,0,1,0.8,0,0.969162995594714
607,0,0.476190476190476,1,0,1,0.984,0,0.645161290322581,0.991935483870968
608,0.6,0,0.972972972972973,0.75,0,1,0.666666666666667,0,0.986301369863014
609,1,0,0.968503937007874,0.714285714285714,0,1,0.833333333333333,0,0.984
610,0.923076923076923,0,0.976744186046512,1,0,1,0.96,0,0.988235294117647
611,1,0.666666666666667,1,0.2,1,0.981818181818182,0.333333333333333,0.8,0.990825688073394
612,1,0.538461538461538,1,0.2,1,0.930434782608696,0.333333333333333,0.7,0.963963963963964
613,0.8,0,0.973214285714286,0.666666666666667,0,1,0.727272727272727,0,0.986425339366516
614,0.666666666666667,0,0.983333333333333,0.5,0,1,0.571428571428572,0,0.991596638655462
