Iteration,Accuracy,MacroPrecision,MacroRecall,MacroF1,ArterialPrecision,PortalVenousPrecision,PreContrastPrecision,ArterialRecall,PortalVenousRecall,PreContrastRecall,ArterialF1,PortalVenousF1,PreContrastF1,WeightedPrecision,WeightedRecall,WeightedF1,BalancedAccuracy,CohensKappa,Phase1_Count,Phase1_Accuracy,Phase2_Count,Phase2_Accuracy,Phase3_Count,Phase3_Accuracy,AortaMultiplier,PortalVeinMultiplier,AortaCutoff,PortalVeinCutoff,BoundaryHits,TrainArterial,TrainPortalVenous,TrainPreContrast,TestArterial,TestPortalVenous,TestPreContrast
481,0.970491803278689,0.975415995705851,0.962308114035088,0.968817720240727,0.985507246376812,0.940740740740741,1,0.894736842105263,0.9921875,1,0.937931034482759,0.965779467680609,1,0.971519231276893,0.970491803278689,0.970172231094451,0.962308114035088,0.954477611940299,55,1,130,0.984615384615385,120,0.941666666666667,0.92,0.0800000000000001,157.45,100.38,0,318,532,576,152,256,202
482,0.960655737704918,0.964318142451613,0.9498081232493,0.957008136306857,0.983606557377049,0.960629921259842,0.948717948717949,0.882352941176471,0.976,0.991071428571429,0.930232558139535,0.968253968253968,0.96943231441048,0.961378348575508,0.960655737704918,0.960209767866256,0.9498081232493,0.938896123409797,53,1,131,0.954198473282443,121,0.950413223140496,0.98,0.05,157.71,88.475,0,334,538,554,136,250,224
483,0.963934426229508,0.96257957728546,0.958588520153824,0.960579903185201,0.954545454545455,0.95,0.983193277310924,0.926470588235294,0.966101694915254,0.983193277310924,0.940298507462687,0.957983193277311,0.983193277310924,0.963964232488823,0.963934426229508,0.963876443653067,0.958588520153824,0.944283911252823,53,0.981132075471698,130,0.953846153846154,122,0.967213114754098,0.96,-0.19,157.2,86.12,0,334,552,540,136,236,238
484,0.983606557377049,0.98599053787148,0.979466049040763,0.982717464177371,1,0.966101694915254,0.991869918699187,0.955223880597015,0.991304347826087,0.991869918699187,0.977099236641221,0.978540772532189,0.991869918699187,0.983939983328702,0.983606557377049,0.983599467856274,0.979466049040763,0.974599420367101,55,1,123,0.967479674796748,127,0.992125984251969,0.95,-0.13,157.275,86.045,0,336,558,532,134,230,246
485,0.973770491803279,0.9728109778513,0.976160018100808,0.974482620542112,0.96875,0.983870967741935,0.965811965811966,0.984126984126984,0.953125,0.991228070175439,0.976377952755905,0.968253968253968,0.978354978354978,0.973997698273875,0.973770491803279,0.973707496697041,0.976160018100808,0.959185721693458,49,1,127,0.992125984251969,129,0.945736434108527,1.01,0.02,157.965,94.01,0,344,532,550,126,256,228
486,0.947540983606557,0.953645048326096,0.936170871730763,0.944827172570656,0.983050847457627,0.944,0.933884297520661,0.865671641791045,0.951612903225806,0.991228070175439,0.920634920634921,0.947791164658634,0.961702127659575,0.948797431793496,0.947540983606557,0.947025202142301,0.936170871730763,0.918364615744923,47,1,132,0.946969696969697,126,0.928571428571429,1.01,-0.14,156.89,86.44,0,336,540,550,134,248,228
487,0.967213114754098,0.967490852196735,0.963770978476861,0.965627332844701,0.973333333333333,0.945945945945946,0.983193277310924,0.935897435897436,0.972222222222222,0.983193277310924,0.954248366013072,0.958904109589041,0.983193277310924,0.967482498892335,0.967213114754098,0.967190217654544,0.963770978476861,0.9500213023957,63,0.984126984126984,111,0.963963963963964,131,0.961832061068702,0.99,0.0800000000000001,157.04,93.48,0,314,572,540,156,216,238
488,0.963934426229508,0.967183712112859,0.953821199260903,0.960455980857831,0.983606557377049,0.957627118644068,0.96031746031746,0.895522388059702,0.974137931034483,0.991803278688525,0.9375,0.965811965811966,0.975806451612903,0.964410213985916,0.963934426229508,0.96359041026545,0.953821199260903,0.943969404455727,51,0.980392156862745,126,0.96031746031746,128,0.9609375,0.92,0.01,157.68,86.535,0,336,556,534,134,232,244
489,0.967213114754098,0.969132841855841,0.95685534591195,0.96295496152898,0.985074626865672,0.945945945945946,0.976377952755906,0.88,0.990566037735849,1,0.929577464788732,0.967741935483871,0.98804780876494,0.967940109596485,0.967213114754098,0.966612732155075,0.95685534591195,0.949575108289522,59,1,114,0.947368421052632,132,0.96969696969697,0.89,-0.0999999999999999,168.545,86.05,0,320,576,530,150,212,248
490,0.967213114754098,0.968798758493415,0.964145171957672,0.966466363441833,0.971428571428571,0.954198473282443,0.980769230769231,0.944444444444444,0.9765625,0.971428571428571,0.957746478873239,0.965250965250965,0.976076555023923,0.967413216241898,0.967213114754098,0.967206256749209,0.964145171957672,0.94941705225799,59,0.983050847457627,133,0.969924812030075,113,0.955752212389381,0.88,0.0600000000000001,157.88,94.075,0,326,532,568,144,256,210
491,0.973770491803279,0.977166276346604,0.969456515907506,0.973296128555375,1,0.964285714285714,0.967213114754098,0.934210526315789,0.990825688073395,0.983333333333333,0.965986394557823,0.97737556561086,0.975206611570248,0.97433677582831,0.973770491803279,0.973684249266912,0.969456515907506,0.959855876013886,59,1,120,0.966666666666667,126,0.968253968253968,1.05,-0.15,157.5375,86.025,0,318,570,538,152,218,240
492,0.937704918032787,0.950501903772932,0.925563221876816,0.937866806890762,1,0.962616822429907,0.888888888888889,0.84,0.944954128440367,0.991735537190083,0.91304347826087,0.953703703703704,0.9375,0.942559964591526,0.937704918032787,0.937276933027111,0.925563221876816,0.903900368146993,56,1,114,0.964912280701754,135,0.888888888888889,0.85,-0.0700000000000001,168.275,88.465,0,320,570,536,150,218,242
493,0.977049180327869,0.978199142147164,0.97067786837987,0.974423991890232,0.985074626865672,0.973913043478261,0.975609756097561,0.929577464788732,0.982456140350877,1,0.956521739130435,0.978165938864629,0.987654320987654,0.97717887277276,0.977049180327869,0.976860586974909,0.97067786837987,0.964651147388986,53,1,126,0.968253968253968,126,0.976190476190476,1.05,-0.14,157.825,86.08,0,328,560,538,142,228,240
494,0.977049180327869,0.978435517970402,0.966330999949209,0.972345588793445,0.981818181818182,0.953488372093023,1,0.915254237288136,0.991935483870968,0.991803278688525,0.947368421052632,0.972332015810277,0.995884773662551,0.977573215956746,0.977049180327869,0.976924095702986,0.966330999949209,0.963827047541595,48,1,123,0.967479674796748,134,0.977611940298508,0.96,0.1,157.56,97.25,0,352,540,534,118,248,244
495,0.970491803278689,0.974576271186441,0.962364962364962,0.968432124109907,1,0.932203389830508,0.991525423728814,0.896103896103896,0.990990990990991,1,0.945205479452055,0.960698689956332,0.995744680851064,0.972075576549041,0.970491803278689,0.970231161188641,0.962364962364962,0.954857913432443,61,1,112,0.973214285714286,132,0.954545454545455,0.99,0.14,157.11,100.28,0,316,566,544,154,222,234
496,0.967213114754098,0.972606753094558,0.960343172010756,0.966436059470108,1,0.926829268292683,0.990990990990991,0.89873417721519,0.991304347826087,0.990990990990991,0.946666666666667,0.957983193277311,0.990990990990991,0.969132347061175,0.967213114754098,0.967064701290352,0.960343172010756,0.949958982772764,61,1,112,0.964285714285714,132,0.954545454545455,1.01,0.11,157.43,98.11,0,312,558,556,158,230,222
497,0.983606557377049,0.986772486772487,0.976851851851852,0.981787108765889,1,0.96031746031746,1,0.930555555555556,1,1,0.964028776978417,0.979757085020243,1,0.984257090814468,0.983606557377049,0.983477636819329,0.976851851851852,0.974756253000281,57,1,125,0.976,123,0.983739837398374,0.91,0.15,156.8425,98.275,0,326,546,554,144,242,224
498,0.970491803278689,0.973408356447849,0.96248097412481,0.967913824761887,0.985074626865672,0.944,0.991150442477876,0.904109589041096,0.983333333333333,1,0.942857142857143,0.963265306122449,0.995555555555556,0.971145237110545,0.970491803278688,0.970238132411434,0.96248097412481,0.954611594298753,61,1,115,0.982608695652174,129,0.945736434108527,0.88,0.15,157,100.45,0,324,548,554,146,240,224
499,0.970491803278689,0.975596072931276,0.962288976106725,0.968896835837418,1,0.935483870967742,0.991304347826087,0.904109589041096,0.991452991452991,0.991304347826087,0.949640287769784,0.962655601659751,0.991304347826087,0.971972501322052,0.970491803278688,0.970342447217656,0.962288976106725,0.954608592122234,61,1,112,0.964285714285714,132,0.962121212121212,0.92,0.0900000000000001,157.96,97.36,0,324,554,548,146,234,230
500,0.970491803278689,0.974460801095515,0.96515427876577,0.969785212985783,1,0.984251968503937,0.939130434782609,0.926470588235294,0.968992248062015,1,0.961832061068702,0.9765625,0.968609865470852,0.971785543913212,0.970491803278688,0.970462321716471,0.96515427876577,0.954202676098635,57,1,131,0.984732824427481,117,0.94017094017094,0.95,-0.05,157.65,86.475,0,334,530,562,136,258,216
501,0.954098360655738,0.957987386941775,0.94484853610747,0.95137260044037,0.983606557377049,0.9765625,0.913793103448276,0.882352941176471,0.961538461538462,0.990654205607477,0.930232558139535,0.968992248062015,0.95067264573991,0.956112239247885,0.954098360655738,0.953923866543347,0.94484853610747,0.928625156707062,54,1,133,0.969924812030075,118,0.915254237288136,0.92,-0.18,157.98,86.225,0,334,528,564,136,260,214
502,0.963934426229508,0.970854730115257,0.955294799362596,0.96301191617984,1,0.921259842519685,0.991304347826087,0.9,0.991525423728814,0.974358974358974,0.947368421052632,0.955102040816326,0.982758620689655,0.966200885616312,0.963934426229508,0.963936357084264,0.955294799362596,0.944245022767308,56,1,119,0.957983193277311,130,0.953846153846154,0.92,0.11,157.34,97.335,0,330,552,544,140,236,234
503,0.934426229508197,0.940491752256458,0.92541818355872,0.932894082741343,0.966666666666667,0.957983193277311,0.896825396825397,0.865671641791045,0.919354838709677,0.991228070175439,0.913385826771653,0.938271604938272,0.941666666666667,0.937031730725077,0.934426229508197,0.93407386690507,0.92541818355872,0.898138098021207,51,0.980392156862745,127,0.952755905511811,127,0.897637795275591,0.91,-0.0700000000000001,156.8,90.395,0,336,540,550,134,248,228
504,0.980327868852459,0.981358851674641,0.97502011145707,0.978179212689451,0.984848484848485,0.968,0.991228070175439,0.942028985507246,0.991803278688525,0.991228070175439,0.962962962962963,0.979757085020243,0.991228070175439,0.980493591654247,0.980327868852459,0.980245274809554,0.97502011145707,0.96961394769614,53,0.981132075471698,135,0.97037037037037,117,0.991452991452991,0.92,-0.14,157.68,86.42,0,332,544,550,138,244,228
505,0.960655737704918,0.960819637589549,0.957992359046576,0.959403915387589,0.9625,0.955357142857143,0.964601769911504,0.927710843373494,0.955357142857143,0.990909090909091,0.94478527607362,0.955357142857143,0.977578475336323,0.960635064558248,0.960655737704918,0.960494459675757,0.957992359046576,0.940401556724365,66,1,120,0.95,119,0.949579831932773,0.94,-0.0900000000000001,157.04,86.41,0,304,564,558,166,224,220
506,0.977049180327869,0.980436102161834,0.972405372405372,0.976404224775737,1,0.966101694915254,0.975206611570248,0.942857142857143,0.974358974358974,1,0.970588235294118,0.970212765957447,0.98744769874477,0.977404191706144,0.977049180327869,0.976966880457352,0.972405372405372,0.964606024435934,58,1,109,0.981651376146789,138,0.963768115942029,0.93,0.1,157.445,97.325,0,330,554,542,140,234,236
507,0.963934426229508,0.968753018448759,0.956072935503315,0.962371210991125,1,0.948275862068966,0.957983193277311,0.886075949367089,0.982142857142857,1,0.939597315436242,0.964912280701754,0.978540772532189,0.965301575689631,0.963934426229508,0.963449217792554,0.956072935503315,0.944943137994978,62,1,119,0.949579831932773,124,0.959677419354839,0.86,0.01,157.79,86.53,0,312,564,550,158,224,228
508,0.970491803278689,0.968748934792242,0.966541301429361,0.967643858959855,0.954545454545455,0.960629921259842,0.991071428571429,0.940298507462687,0.968253968253968,0.991071428571429,0.947368421052632,0.964426877470356,0.991071428571429,0.970471854207494,0.970491803278688,0.970463838596036,0.966541301429361,0.954293421249813,46,1,132,0.962121212121212,127,0.968503937007874,0.89,0,166.65,94.5,0,336,536,554,134,252,224
509,0.973770491803279,0.969657044755859,0.969657044755859,0.969657044755859,0.942028985507246,0.966942148760331,1,0.942028985507246,0.966942148760331,1,0.942028985507246,0.966942148760331,1,0.973770491803279,0.973770491803279,0.973770491803279,0.969657044755859,0.959601311301699,53,1,119,0.966386554621849,133,0.969924812030075,1.08,0.1,157.92,97.3,0,332,546,548,138,242,230
510,0.973770491803279,0.979541446208113,0.966072403412724,0.972760303248319,1,0.948148148148148,0.990476190476191,0.915492957746479,0.992248062015504,0.990476190476191,0.955882352941176,0.96969696969697,0.990476190476191,0.974790528233151,0.973770491803279,0.973634610326992,0.966072403412724,0.959312989828247,55,1,129,0.984496124031008,121,0.950413223140496,0.9,0.0700000000000001,157.2,94.14,0,328,530,568,142,258,210
511,0.960655737704918,0.969230769230769,0.945702142423454,0.957321908653665,1,0.907692307692308,1,0.868852459016393,1,0.968253968253968,0.929824561403509,0.951612903225806,0.983870967741935,0.964287515762926,0.960655737704918,0.960581517251617,0.945702142423454,0.938050101557211,49,1,111,0.990990990990991,145,0.924137931034483,0.91,0.16,157.98,100.5,0,348,552,526,122,236,252
512,0.960655737704918,0.968671679197995,0.947349864848983,0.957892135631183,1,0.932330827067669,0.973684210526316,0.865671641791045,0.976377952755906,1,0.928,0.953846153846154,0.986666666666667,0.962245778380377,0.960655737704918,0.960112988650694,0.947349864848983,0.938584421250461,48,1,131,0.984732824427481,126,0.920634920634921,0.89,0.01,157.975,94.025,0,336,534,556,134,254,222
513,0.950819672131147,0.961832061068702,0.937678062678063,0.949601491847363,1,0.885496183206107,1,0.847222222222222,1,0.965811965811966,0.917293233082707,0.939271255060729,0.982608695652174,0.956451007383306,0.950819672131147,0.950707527082963,0.937678062678063,0.924023515344759,55,1,117,0.974358974358974,133,0.909774436090226,1.03,0.12,157.5625,96.3,0,326,556,544,144,232,234
514,0.980327868852459,0.981135986733002,0.978658348866238,0.979895601643088,0.985074626865672,0.982142857142857,0.976190476190476,0.970588235294118,0.973451327433628,0.991935483870968,0.977777777777778,0.977777777777778,0.984,0.980376513218451,0.980327868852459,0.980307468123861,0.978658348866238,0.969595773314061,54,0.981481481481482,121,0.983471074380165,130,0.976923076923077,0.98,-0.05,157.445,86.3125,0,334,562,530,136,226,248
515,0.963934426229508,0.969247083775186,0.956913846619729,0.963040980246763,1,0.951219512195122,0.956521739130435,0.905405405405405,0.983193277310924,0.982142857142857,0.950354609929078,0.96694214876033,0.969162995594714,0.965001825356814,0.963934426229508,0.963733155225702,0.956913846619729,0.944591246903386,55,1,130,0.953846153846154,120,0.958333333333333,0.96,-0.11,157.64,86.17,0,322,550,554,148,238,224
516,0.980327868852459,0.982905982905983,0.969230769230769,0.976020476896134,1,0.948717948717949,1,0.907692307692308,1,1,0.951612903225806,0.973684210526316,1,0.981336696090795,0.980327868852459,0.980110774026552,0.969230769230769,0.96927571270273,50,1,106,1,149,0.959731543624161,1.02,0.11,157.38,98.5,0,340,566,520,130,222,258
517,0.967213114754098,0.964870080452272,0.964630973009885,0.964750511915754,0.945205479452055,0.958333333333333,0.991071428571429,0.945205479452055,0.966386554621849,0.982300884955752,0.945205479452055,0.96234309623431,0.986666666666667,0.967320452771272,0.967213114754098,0.967252989459725,0.964630973009885,0.94980250164582,59,0.983050847457627,123,0.967479674796748,123,0.959349593495935,0.9,0.0800000000000001,157,93.08,0,324,550,552,146,238,226
518,0.967213114754098,0.969971904947081,0.955254247015611,0.962556820394238,0.982758620689655,0.967479674796748,0.959677419354839,0.890625,0.983471074380165,0.991666666666667,0.934426229508197,0.975409836065574,0.975409836065574,0.967616008843033,0.967213114754098,0.96680999731255,0.955254247015611,0.948782535684299,46,0.978260869565217,132,0.96969696969697,127,0.960629921259842,1.01,-0.16,157.6675,86.04,0,342,546,538,128,242,240
519,0.963934426229508,0.973809523809524,0.950853548966757,0.962194635340774,1,0.921428571428571,1,0.871428571428571,1,0.981132075471698,0.931297709923664,0.95910780669145,0.990476190476191,0.966768149882904,0.963934426229508,0.963626960486327,0.950853548966757,0.943775033098155,54,1,127,0.976377952755906,124,0.935483870967742,0.91,0.1,157.525,98.3,0,330,530,566,140,258,212
520,0.963934426229508,0.968443865352303,0.952964199522327,0.960641677110878,0.983870967741935,0.930232558139535,0.991228070175439,0.884057971014493,0.983606557377049,0.991228070175439,0.931297709923664,0.956175298804781,0.991228070175439,0.965165471695793,0.963934426229508,0.963648945701364,0.952964199522327,0.944095445986703,50,1,127,0.976377952755906,128,0.9375,0.95,0.0900000000000001,157.25,97.23,0,332,544,550,138,244,228
521,0.973770491803279,0.977109735730425,0.969659326181065,0.973370274359126,1,0.96551724137931,0.965811965811966,0.935064935064935,0.973913043478261,1,0.966442953020134,0.96969696969697,0.982608695652174,0.974331917689747,0.973770491803279,0.973659152479992,0.969659326181065,0.95994747209455,59,1,126,0.968253968253968,120,0.966666666666667,0.91,-0.13,156.8,86.11,0,316,558,552,154,230,226
522,0.977049180327869,0.978409428474712,0.97296322999279,0.975678729179047,0.985714285714286,0.982300884955752,0.967213114754098,0.945205479452055,0.973684210526316,1,0.965034965034965,0.977973568281938,0.983333333333333,0.977280627157647,0.977049180327869,0.976950401852547,0.97296322999279,0.964790474462787,59,1,118,0.974576271186441,128,0.96875,0.96,-0.15,157.24,83.4,0,324,560,542,146,228,236
523,0.963934426229508,0.969121705205062,0.957566322103436,0.963309361734288,1,0.951612903225806,0.955752212389381,0.906666666666667,0.975206611570248,0.990825688073395,0.951048951048951,0.963265306122449,0.972972972972973,0.964990663740213,0.963934426229508,0.96373058171653,0.957566322103436,0.944640617781005,55,1,133,0.954887218045113,117,0.957264957264957,0.88,-0.0900000000000001,166.42,86.5,0,320,546,560,150,242,218
524,0.977049180327869,0.982239272520602,0.969717984281091,0.975938468028833,1,0.990196078431373,0.956521739130435,0.928571428571429,0.980582524271845,1,0.962962962962963,0.985365853658537,0.977777777777778,0.977872346372619,0.977049180327869,0.976940186888208,0.969717984281091,0.964269576422941,59,1,105,0.990476190476191,141,0.957446808510638,0.9,-0.0900000000000001,156.95,86.32,0,330,582,514,140,206,264
525,0.963934426229508,0.970478607852553,0.954376798424958,0.962360355673071,1,0.937984496124031,0.973451327433628,0.887323943661972,0.975806451612903,1,0.940298507462687,0.956521739130435,0.986547085201794,0.965212208318292,0.963934426229508,0.963573996899088,0.954376798424958,0.944200512257592,50,1,131,0.961832061068702,124,0.951612903225806,0.95,0.0800000000000001,157.775,94.34,0,328,540,558,142,248,220
526,0.960655737704918,0.964531090933162,0.945781637717122,0.955064352689919,0.982456140350877,0.96031746031746,0.950819672131147,0.861538461538462,0.975806451612903,1,0.918032786885246,0.968,0.974789915966387,0.961423266129132,0.960655737704918,0.959933643933252,0.945781637717122,0.938532849657396,47,1,133,0.962406015037594,125,0.944,1.11,-0.0999999999999999,157.11,88.1,0,340,540,546,130,248,232
527,0.947540983606557,0.957992548164304,0.934651180105726,0.94617793333211,1,0.900763358778626,0.973214285714286,0.837837837837838,0.975206611570248,0.990909090909091,0.911764705882353,0.936507936507937,0.981981981981982,0.950970288002574,0.947540983606557,0.946905136297615,0.934651180105726,0.919025652938639,53,1,127,0.94488188976378,125,0.928,0.94,0.01,157.55,93.5325,0,322,546,558,148,242,220
528,0.960655737704918,0.961981038305681,0.952740826888012,0.957338636536882,0.96969696969697,0.956896551724138,0.959349593495935,0.901408450704225,0.965217391304348,0.991596638655462,0.934306569343066,0.961038961038961,0.975206611570248,0.960833409582875,0.960655737704918,0.960343717113763,0.952740826888012,0.939365826182035,54,1,125,0.952,126,0.952380952380952,0.93,-0.04,166.885,88.48,0,328,558,540,142,230,238
529,0.960655737704918,0.967013888888889,0.947718210013292,0.957268823519723,0.984375,0.916666666666667,1,0.851351351351351,0.991803278688525,1,0.91304347826087,0.952755905511811,1,0.962875683060109,0.960655737704918,0.960004714307362,0.947718210013292,0.939307508622977,55,1,120,0.975,130,0.930769230769231,1.04,0.1,157.02,100.425,0,322,544,560,148,244,218
530,0.977049180327869,0.980786324786325,0.971780897562383,0.976262844227496,1,0.968,0.974358974358974,0.940298507462687,0.983739837398374,0.991304347826087,0.969230769230769,0.975806451612903,0.982758620689655,0.977427154266499,0.977049180327869,0.976983267102161,0.971780897562383,0.964401240537566,53,1,132,0.96969696969697,120,0.975,0.89,-0.02,157.42,86.05,0,336,542,548,134,246,230
531,0.963934426229508,0.967183712112859,0.954185636616015,0.960640708333977,0.983606557377049,0.96031746031746,0.957627118644068,0.895522388059702,0.975806451612903,0.991228070175439,0.9375,0.968,0.974137931034483,0.964427855570659,0.963934426229508,0.963594177501413,0.954185636616015,0.943954428518927,52,1,130,0.961538461538462,123,0.951219512195122,0.9,0.01,157.55,86.55,0,336,540,550,134,248,228
532,0.957377049180328,0.95675341108795,0.954947575360419,0.955849640307672,0.951219512195122,0.954128440366973,0.964912280701754,0.928571428571429,0.954128440366973,0.982142857142857,0.939759036144578,0.954128440366973,0.973451327433628,0.957287260534383,0.957377049180328,0.957266582651511,0.954947575360419,0.935515873015873,68,0.985294117647059,117,0.948717948717949,120,0.95,0.93,-0.13,157.725,86.0125,0,302,570,554,168,218,224
533,0.973770491803279,0.97345213947648,0.97164508578845,0.972547773228915,0.971428571428571,0.974137931034483,0.974789915966387,0.957746478873239,0.974137931034483,0.983050847457627,0.964539007092199,0.974137931034483,0.978902953586498,0.973759471001515,0.973770491803279,0.973746944350009,0.97164508578845,0.959707383126641,59,0.983050847457627,121,0.966942148760331,125,0.976,0.9,-0.12,157.7,86.32,0,328,556,542,142,232,236
534,0.977049180327869,0.981321520856405,0.971337801982963,0.976304138625877,1,0.953488372093023,0.990476190476191,0.922077922077922,0.991935483870968,1,0.959459459459459,0.972332015810277,0.995215311004785,0.977842891636258,0.977049180327869,0.97688505142082,0.971337801982963,0.964793377527126,57,1,122,0.983606557377049,126,0.96031746031746,0.87,0.14,166.95,100.42,0,316,540,570,154,248,208
535,0.970491803278689,0.973637571998228,0.96680535647927,0.970209436271264,0.986486486486487,0.934426229508197,1,0.935897435897436,0.991304347826087,0.973214285714286,0.960526315789474,0.962025316455696,0.986425339366516,0.971819548653733,0.970491803278689,0.970601973878799,0.96680535647927,0.955011062853397,68,1,107,0.981308411214953,130,0.946153846153846,0.88,0.14,157.32,96.07,0,314,558,554,156,230,224
536,0.960655737704918,0.962880406954741,0.953038080096904,0.957933962857926,0.971014492753623,0.935483870967742,0.982142857142857,0.893333333333333,0.974789915966387,0.990990990990991,0.930555555555556,0.954732510288066,0.986547085201794,0.961201720473902,0.960655737704918,0.960365776551953,0.953038080096904,0.93966568856945,60,0.983333333333333,119,0.966386554621849,126,0.944444444444444,1,0.13,157.5,97.325,0,320,550,556,150,238,222
537,0.967213114754098,0.967498852157943,0.959450209265809,0.963457721587623,0.96875,0.983333333333333,0.950413223140496,0.911764705882353,0.975206611570248,0.991379310344828,0.939393939393939,0.979253112033195,0.970464135021097,0.967561531861085,0.967213114754098,0.967023783925416,0.959450209265809,0.949265598749106,54,0.981481481481482,127,0.984251968503937,124,0.943548387096774,0.95,-0.0900000000000001,157.375,88.2525,0,334,546,546,136,242,232
538,0.970491803278689,0.971278771641748,0.960192424122772,0.965703780917663,0.982758620689655,0.93859649122807,0.992481203007519,0.904761904761905,0.990740740740741,0.985074626865672,0.942148760330578,0.963963963963964,0.98876404494382,0.971392443800286,0.970491803278688,0.970353646004611,0.960192424122772,0.953660718807502,49,0.979591836734694,116,0.956896551724138,140,0.978571428571429,0.91,0.03,157.62,93.105,0,344,572,510,126,216,268
539,0.960655737704918,0.965020357666253,0.945581691036236,0.955202138829634,0.982456140350877,0.929133858267717,0.983471074380165,0.861538461538462,0.975206611570248,1,0.918032786885246,0.951612903225806,0.991666666666667,0.961698045326034,0.960655737704918,0.960084018921957,0.945581691036236,0.938543170903718,48,1,116,0.982758620689655,141,0.929078014184397,0.96,0.14,157.6,100.14,0,340,546,540,130,242,238
540,0.963934426229508,0.964969856669461,0.960458409228901,0.962708847590498,0.971014492753623,0.958677685950413,0.965217391304348,0.930555555555556,0.950819672131147,1,0.950354609929078,0.954732510288066,0.982300884955752,0.963970005242603,0.963934426229508,0.963732119344676,0.960458409228901,0.944572939038493,56,1,127,0.960629921259842,122,0.950819672131147,1.03,0.01,166.695,86.48,0,326,544,556,144,244,222
541,0.957377049180328,0.959872930507223,0.952890268639504,0.956368854251104,0.975,0.913793103448276,0.990825688073395,0.886363636363636,0.981481481481482,0.990825688073395,0.928571428571428,0.946428571428571,0.990825688073395,0.958982475975127,0.957377049180328,0.957142857142857,0.952890268639504,0.935608029102247,69,0.985507246376812,106,0.971698113207547,130,0.930769230769231,0.87,0.15,156.8575,100.2,0,294,572,560,176,216,218
542,0.944262295081967,0.950727164923598,0.929082125603865,0.939780029503634,0.983870967741935,0.933884297520661,0.934426229508197,0.813333333333333,0.982608695652174,0.991304347826087,0.89051094890511,0.957627118644068,0.962025316455696,0.946380436685127,0.944262295081967,0.942781479358545,0.929082125603865,0.914198245904352,57,0.982456140350877,126,0.936507936507937,122,0.934426229508197,0.87,-0.12,174.475,83.2,0,320,558,548,150,230,230
543,0.954098360655738,0.95346772939972,0.948393090034179,0.950923639514728,0.953846153846154,0.968503937007874,0.938053097345133,0.911764705882353,0.9609375,0.972477064220184,0.932330827067669,0.964705882352941,0.954954954954955,0.954353541013658,0.954098360655738,0.954003079579895,0.948393090034179,0.928871268656717,55,0.981818181818182,132,0.962121212121212,118,0.932203389830508,0.9,-0.0900000000000001,157.425,86.32,0,334,532,560,136,256,218
544,0.973770491803279,0.978835978835979,0.962885154061625,0.970795050137867,1,0.936507936507937,1,0.897058823529412,1,0.991596638655462,0.945736434108527,0.967213114754098,0.9957805907173,0.975435857403071,0.973770491803279,0.973570870018761,0.962885154061625,0.95931095435823,50,1,123,0.975609756097561,132,0.962121212121212,0.98,0.0600000000000001,157.875,93.165,0,334,552,540,136,236,238
545,0.980327868852459,0.982905982905983,0.975800603076453,0.979340405297144,1,0.948717948717949,1,0.943661971830986,1,0.983739837398374,0.971014492753623,0.973684210526316,0.991803278688525,0.981336696090794,0.980327868852459,0.980369769287268,0.975800603076453,0.969700983476274,53,1,117,0.982905982905983,135,0.97037037037037,0.97,0.0700000000000001,157.39,96.175,0,328,566,532,142,222,246
546,0.967213114754098,0.96752900441425,0.962001729146865,0.964757450147941,0.972222222222222,0.975409836065574,0.954954954954955,0.921052631578947,0.983471074380165,0.981481481481482,0.945945945945946,0.979423868312757,0.968036529680365,0.96737250553429,0.967213114754098,0.967049590699065,0.962001729146865,0.949838001414404,61,0.983606557377049,130,0.969230769230769,114,0.956140350877193,0.8,-0.0800000000000001,166.8,86.08,0,318,546,562,152,242,216
547,0.960655737704918,0.964796195441357,0.950796830484331,0.957745358511834,0.981818181818182,0.920634920634921,0.991935483870968,0.9,0.991452991452991,0.9609375,0.939130434782609,0.954732510288066,0.976190476190476,0.962593831340526,0.960655737704918,0.96066855981325,0.950796830484331,0.938082590380809,51,0.980392156862745,113,0.991150442477876,141,0.929078014184397,1,0.0600000000000001,157,97.33,0,350,554,522,120,234,256
548,0.963934426229508,0.964957983193277,0.955833882663151,0.960374262383903,0.970588235294118,0.96,0.964285714285714,0.891891891891892,0.975609756097561,1,0.929577464788732,0.967741935483871,0.981818181818182,0.964086513293842,0.963934426229508,0.963466734738511,0.955833882663151,0.944565612504544,54,1,136,0.955882352941177,115,0.956521739130435,1,-0.0700000000000001,157.25,86.4125,0,322,542,562,148,246,216
549,0.973770491803279,0.975018400477718,0.969011869011869,0.972005855460202,0.985714285714286,0.976377952755906,0.962962962962963,0.932432432432432,0.984126984126984,0.990476190476191,0.958333333333333,0.980237154150198,0.976525821596244,0.974024886233483,0.973770491803279,0.973645112646548,0.969011869011869,0.959671421251839,59,0.983050847457627,134,0.977611940298508,112,0.964285714285714,0.91,-0.0999999999999999,157.1175,86.025,0,322,536,568,148,252,210
550,0.963934426229508,0.967632548120353,0.954414694724201,0.960978172058571,0.984615384615385,0.926829268292683,0.991452991452991,0.888888888888889,0.991304347826087,0.983050847457627,0.934306569343066,0.957983193277311,0.987234042553191,0.965472546024325,0.963934426229508,0.963710679478256,0.954414694724201,0.944448123985826,63,0.984126984126984,109,0.963302752293578,133,0.954887218045113,0.89,0.22,157.085,100.33,0,326,558,542,144,230,236
