Iteration,Accuracy,MacroPrecision,MacroRecall,MacroF1,ArterialPrecision,PortalVenousPrecision,PreContrastPrecision,ArterialRecall,PortalVenousRecall,PreContrastRecall,ArterialF1,PortalVenousF1,PreContrastF1,WeightedPrecision,WeightedRecall,WeightedF1,BalancedAccuracy,CohensKappa,Phase1_Count,Phase1_Accuracy,Phase2_Count,Phase2_Accuracy,Phase3_Count,Phase3_Accuracy,AortaMultiplier,PortalVeinMultiplier,AortaCutoff,PortalVeinCutoff,BoundaryHits,TrainArterial,TrainPortalVenous,TrainPreContrast,TestArterial,TestPortalVenous,TestPreContrast
210,0.934426229508197,0.947065229172594,0.905601451175802,0.925869348214931,0.979166666666667,0.870503597122302,0.991525423728814,0.758064516129032,0.983739837398374,0.975,0.854545454545454,0.923664122137405,0.983193277310924,0.940207628284702,0.934426229508197,0.933035076990262,0.905601451175802,0.896244386991427,40,1,124,0.967741935483871,141,0.886524822695035,0.95,0.14,166.8375,98.14,0,346,542,538,124,246,240
211,0.967213114754098,0.969842634131343,0.957550125313283,0.963657180194271,0.985294117647059,0.965217391304348,0.959016393442623,0.881578947368421,0.991071428571429,1,0.930555555555556,0.977973568281938,0.97907949790795,0.967841373114919,0.967213114754098,0.966582174180424,0.957550125313283,0.949755366291616,58,1,123,0.959349593495935,124,0.959677419354839,1,-0.11,157.75,86.3625,0,318,564,544,152,224,234
212,0.967213114754098,0.969594369481926,0.96314666302213,0.966359761340249,0.985507246376812,0.975,0.948275862068966,0.931506849315068,0.966942148760331,0.990990990990991,0.957746478873239,0.970954356846473,0.969162995594714,0.967789015328401,0.967213114754098,0.967141189007157,0.96314666302213,0.949663321890679,63,0.984126984126984,124,0.975806451612903,118,0.949152542372881,0.86,-0.0999999999999999,156.78,88.2,0,324,546,556,146,242,222
213,0.99016393442623,0.992248062015504,0.987905982905983,0.990072261808146,1,1,0.976744186046512,0.973333333333333,0.990384615384615,1,0.986486486486487,0.995169082125604,0.988235294117647,0.990392680137247,0.990163934426229,0.990169567496304,0.987905982905983,0.984897002508913,61,1,111,1,133,0.977443609022556,0.96,-0.0900000000000001,157.56,86.18,0,320,580,526,150,208,252
214,0.977049180327869,0.98066543690647,0.971761458394854,0.976193144500381,1,0.975609756097561,0.966386554621849,0.940298507462687,0.983606557377049,0.991379310344828,0.969230769230769,0.979591836734694,0.978723404255319,0.977459772393564,0.977049180327869,0.97698550988102,0.971761458394854,0.964413107977464,49,1,133,0.977443609022556,123,0.967479674796748,0.98,-0.03,157.15,88.47,0,336,544,546,134,244,232
215,0.967213114754098,0.972619047619048,0.956709956709957,0.964598909626115,1,0.976190476190476,0.941666666666667,0.893939393939394,0.976190476190476,1,0.944,0.976190476190476,0.969957081545064,0.968551912568306,0.967213114754098,0.966915246605221,0.956709956709957,0.94890694363012,47,1,134,0.977611940298508,124,0.943548387096774,0.97,-0.13,156.965,86.11,0,338,536,552,132,252,226
216,0.970491803278689,0.975630178036312,0.960897435897436,0.968207764984986,1,0.967213114754098,0.959677419354839,0.907692307692308,0.983333333333333,0.991666666666667,0.951612903225806,0.975206611570248,0.975409836065574,0.971235619977287,0.970491803278688,0.970258401396643,0.960897435897436,0.953996983408748,50,1,127,0.968503937007874,128,0.9609375,1.01,-0.17,157.92,86.33,0,340,548,538,130,240,240
217,0.970491803278689,0.972594122394721,0.967215055036099,0.969897130671086,0.985294117647059,0.966101694915254,0.966386554621849,0.943661971830986,0.957983193277311,1,0.964028776978417,0.962025316455696,0.982905982905983,0.970676845342193,0.970491803278688,0.970364733960274,0.967215055036099,0.954605589548536,56,1,116,0.991379310344828,133,0.93984962406015,0.94,0.0600000000000001,157.43,96.15,0,328,550,548,142,238,230
218,0.970491803278689,0.973047890147452,0.963957759412305,0.968481495343694,0.985074626865672,0.951612903225806,0.982456140350877,0.916666666666667,0.975206611570248,1,0.949640287769784,0.963265306122449,0.991150442477876,0.970838105389997,0.970491803278689,0.970288696123813,0.963957759412305,0.954574790249715,54,1,130,0.953846153846154,121,0.975206611570248,0.93,0.01,168.885,88.5375,0,326,546,554,144,242,224
219,0.977049180327869,0.975643884734794,0.973286845730028,0.974463939929607,0.968253968253968,0.966942148760331,0.991735537190083,0.953125,0.975,0.991735537190083,0.960629921259842,0.970954356846473,0.991735537190083,0.977053481375389,0.977049180327869,0.977032255023628,0.973286845730028,0.964316753576681,48,1,131,0.961832061068702,126,0.984126984126984,0.93,-0.21,157.6325,82.3425,0,342,548,536,128,240,242
220,0.967213114754098,0.967334626158156,0.956732883640642,0.962004546739125,0.969230769230769,0.932773109243697,1,0.887323943661972,0.991071428571429,0.991803278688525,0.926470588235294,0.961038961038961,0.995884773662551,0.968150730657963,0.967213114754098,0.966930222255412,0.956732883640642,0.949436339522546,51,0.980392156862745,118,0.957627118644068,136,0.970588235294118,0.95,-0.05,157.875,94.3,0,328,564,534,142,224,244
221,0.947540983606557,0.961282711282711,0.924890729238555,0.942735645346564,1,0.892857142857143,0.990990990990991,0.782608695652174,0.992063492063492,1,0.878048780487805,0.93984962406015,0.995475113122172,0.952488554127898,0.947540983606557,0.945930101405496,0.924890729238555,0.917912832848324,46,1,126,0.968253968253968,133,0.909774436090226,1.04,0.0600000000000001,157.14,96.12,0,332,536,558,138,252,220
222,0.960655737704918,0.964211518232819,0.951424369747899,0.957775265951333,0.983870967741935,0.947826086956522,0.9609375,0.897058823529412,0.973214285714286,0.984,0.938461538461539,0.960352422907489,0.972332015810277,0.961235852608466,0.960655737704918,0.96038150149937,0.951424369747899,0.938927731148526,55,0.981818181818182,118,0.949152542372881,132,0.962121212121212,0.83,-0.0900000000000001,166.325,86.14,0,334,564,528,136,224,250
223,0.977049180327869,0.978243839908845,0.971129285784458,0.97467357998572,0.985294117647059,0.983050847457627,0.966386554621849,0.930555555555556,0.991452991452991,0.991379310344828,0.957142857142857,0.987234042553191,0.978723404255319,0.977242511341853,0.977049180327869,0.976893716677463,0.971129285784458,0.964721822898594,56,0.982142857142857,126,0.984126984126984,123,0.967479674796748,0.98,-0.0999999999999999,166.06,86.125,0,326,554,546,144,234,232
224,0.960655737704918,0.962000591430484,0.956274204495548,0.959128850828007,0.96969696969697,0.958677685950413,0.957627118644068,0.927536231884058,0.958677685950413,0.982608695652174,0.948148148148148,0.958677685950413,0.969957081545064,0.96077445755134,0.960655737704918,0.960548480655425,0.956274204495548,0.939263192831065,54,1,126,0.952380952380952,125,0.952,0.84,-0.12,166.2,88.5,0,332,546,548,138,242,230
225,0.977049180327869,0.97871176926055,0.971700166553108,0.975193364781401,0.985714285714286,0.959349593495935,0.991071428571429,0.932432432432432,0.991596638655462,0.991071428571429,0.958333333333333,0.975206611570248,0.991071428571429,0.977394946783191,0.977049180327869,0.976938535880414,0.971700166553108,0.964806145325069,62,0.983870967741935,114,0.982456140350877,129,0.968992248062015,0.93,0.18,157.6325,100.405,0,322,550,554,148,238,224
226,0.963934426229508,0.969308469308469,0.947785547785548,0.958426191271812,1,0.923076923076923,0.984848484848485,0.861538461538462,0.981818181818182,1,0.925619834710744,0.951541850220264,0.99236641221374,0.96579922809431,0.963934426229508,0.963418119240045,0.947785547785548,0.94347569707691,48,1,107,0.981308411214953,150,0.94,0.96,0.12,157.64,97.24,0,340,568,518,130,220,260
227,0.944262295081967,0.952734575685395,0.933348269295396,0.942941790367542,1,0.94017094017094,0.918032786885246,0.835443037974684,0.973451327433628,0.991150442477876,0.910344827586207,0.956521739130435,0.953191489361702,0.947465643138849,0.944262295081967,0.943327331799744,0.933348269295396,0.914726004868101,61,1,122,0.942622950819672,122,0.918032786885246,0.88,-0.22,174.54,82.11,0,312,562,552,158,226,226
228,0.963934426229508,0.96835125722921,0.954938573602957,0.961598146572622,0.984848484848485,0.929133858267717,0.991071428571429,0.89041095890411,0.983333333333333,0.991071428571429,0.935251798561151,0.955465587044534,0.991071428571429,0.965213122577264,0.963934426229508,0.963702464722322,0.954938573602957,0.944474786091389,57,1,117,0.974358974358974,131,0.938931297709924,0.91,0.19,157.21,100.12,0,324,548,554,146,240,224
229,0.970491803278689,0.974990990990991,0.965136612021858,0.970038775115192,1,0.952,0.972972972972973,0.92,0.975409836065574,1,0.958333333333333,0.963562753036437,0.986301369863014,0.971229774036331,0.970491803278689,0.970328537100495,0.965136612021858,0.954711938230054,59,1,119,0.991596638655462,127,0.937007874015748,1.01,0.11,157.935,97.335,0,320,544,562,150,244,216
230,0.957377049180328,0.961270949057589,0.951019340924846,0.956117666038399,0.985294117647059,0.923728813559322,0.974789915966387,0.905405405405405,0.964601769911504,0.983050847457627,0.943661971830986,0.943722943722944,0.978902953586498,0.958420756465965,0.957377049180328,0.957318777309483,0.951019340924846,0.934589306630153,55,1,118,0.949152542372881,132,0.946969696969697,0.94,0.0600000000000001,157.375,94.105,0,322,562,542,148,226,236
231,0.970491803278689,0.972694328844061,0.968451519333473,0.970568287282996,0.984615384615385,0.974789915966387,0.958677685950413,0.955223880597015,0.958677685950413,0.991452991452991,0.96969696969697,0.966666666666667,0.974789915966387,0.970767540515941,0.970491803278688,0.970448471489937,0.968451519333473,0.954336760155704,53,1,125,0.976,127,0.952755905511811,0.83,-0.0999999999999999,168.325,88.2,0,336,546,544,134,242,234
232,0.973770491803279,0.976089626383185,0.968742985409652,0.972402429860695,0.982758620689655,0.981481481481482,0.964028776978417,0.95,0.963636363636364,0.992592592592593,0.966101694915254,0.972477064220183,0.978102189781022,0.97400775441452,0.973770491803279,0.973712702883847,0.968742985409652,0.958573853989813,45,1,115,0.982608695652174,145,0.958620689655172,0.86,-0.0900000000000001,174.84,88.275,0,350,568,508,120,220,270
233,0.977049180327869,0.982323232323232,0.966772993088783,0.974486081407323,1,0.946969696969697,1,0.909090909090909,1,0.991228070175439,0.952380952380952,0.972762645914397,0.995594713656388,0.978266269249876,0.977049180327869,0.976886134273019,0.966772993088783,0.964227669520634,52,1,125,0.968,128,0.9765625,0.9,0.22,157.225,100.45,0,338,538,550,132,250,228
234,0.970491803278689,0.970358777058742,0.966404297851074,0.9683775003308,0.970149253731343,0.96551724137931,0.975409836065574,0.942028985507246,0.96551724137931,0.991666666666667,0.955882352941176,0.96551724137931,0.983471074380165,0.970457307656825,0.970491803278688,0.970401348454298,0.966404297851074,0.95448214108049,56,0.982142857142857,121,0.966942148760331,128,0.96875,0.82,-0.0800000000000001,168.1,86.42,0,332,556,538,138,232,240
235,0.973770491803279,0.975427293462484,0.965692732010837,0.970535603713671,0.983333333333333,0.967741935483871,0.975206611570248,0.921875,0.983606557377049,0.991596638655462,0.951612903225806,0.975609756097561,0.983333333333333,0.973926020456476,0.973770491803279,0.973587812186953,0.965692732010837,0.959100204498977,48,1,132,0.96969696969697,125,0.968,1.01,-0.14,157.92,86.28,0,342,544,540,128,244,238
236,0.970491803278689,0.972605823632217,0.962822731551637,0.967689552088523,0.983333333333333,0.958677685950413,0.975806451612903,0.921875,0.974789915966387,0.991803278688525,0.951612903225806,0.966666666666667,0.983739837398374,0.970702836256415,0.970491803278688,0.970337112466841,0.962822731551637,0.95398773006135,49,0.979591836734694,121,0.975206611570248,135,0.962962962962963,1.13,0.16,157.085,93.44,0,342,550,534,128,238,244
237,0.947540983606557,0.957215836526181,0.934235952199339,0.945586299188613,1,0.888888888888889,0.982758620689655,0.828947368421053,0.982456140350877,0.991304347826087,0.906474820143885,0.933333333333333,0.987012987012987,0.951969097418504,0.947540983606557,0.946880589630914,0.934235952199339,0.91938281598467,52,1,121,0.966942148760331,132,0.909090909090909,0.95,0.03,166.1125,94.485,0,318,560,548,152,228,230
238,0.977049180327869,0.9788906903661,0.974762250579244,0.976822108383911,0.987179487179487,0.959016393442623,0.990476190476191,0.950617283950617,0.983193277310924,0.990476190476191,0.968553459119497,0.970954356846473,0.990476190476191,0.977326194364625,0.977049180327869,0.977037372634129,0.974762250579244,0.965093846053234,69,1,120,0.975,116,0.96551724137931,0.92,0.01,157.44,93.01,0,308,550,568,162,238,210
239,0.950819672131147,0.958300958300958,0.949258684914423,0.953758390375307,1,0.965811965811966,0.909090909090909,0.930555555555556,0.926229508196721,0.990990990990991,0.964028776978417,0.945606694560669,0.948275862068965,0.95323983848574,0.950819672131148,0.950926915962305,0.949258684914423,0.924375165300185,59,1,123,0.967479674796748,123,0.910569105691057,0.99,-0.05,157.8725,90.4625,0,326,544,556,144,244,222
240,0.977049180327869,0.981378405285546,0.969518574453904,0.975412440916649,1,0.952755905511811,0.991379310344828,0.925373134328358,0.991803278688525,0.991379310344828,0.961240310077519,0.971887550200803,0.991379310344828,0.977823673680134,0.977049180327869,0.976961907867842,0.969518574453904,0.964369753508787,54,1,120,0.983333333333333,131,0.961832061068702,1.04,0.2,157.28,100.2,0,336,544,546,134,244,232
241,0.963934426229508,0.965500652901405,0.953479284009141,0.959452314776028,0.967213114754098,0.937984496124031,0.991304347826087,0.893939393939394,0.983739837398374,0.982758620689655,0.929133858267717,0.96031746031746,0.987012987012987,0.964588403097877,0.963934426229508,0.963722586092536,0.953479284009141,0.943888814557131,48,0.979166666666667,130,0.953846153846154,127,0.968503937007874,0.99,0.02,157.4475,94.025,0,338,542,546,132,246,232
242,0.977049180327869,0.973085456956425,0.973372280077894,0.973228847384539,0.951612903225806,0.976190476190476,0.991452991452991,0.951612903225806,0.968503937007874,1,0.951612903225806,0.972332015810277,0.995708154506438,0.976999139294221,0.977049180327869,0.977010858789023,0.973372280077894,0.964182059154126,45,1,129,0.976744186046512,131,0.969465648854962,0.93,0.1,157.9575,93.4,0,346,534,546,124,254,232
243,0.963934426229508,0.96835125722921,0.953903903903904,0.961073288602013,0.984848484848485,0.929133858267717,0.991071428571429,0.878378378378378,0.983333333333333,1,0.928571428571428,0.955465587044534,0.995515695067265,0.96519271948309,0.963934426229508,0.96351606003966,0.953903903903904,0.944517025252609,59,1,112,0.982142857142857,134,0.932835820895522,0.91,0.14,157.2975,100.42,0,322,548,556,148,240,222
244,0.967213114754098,0.969622082981245,0.95977165284096,0.96467172245423,0.985507246376812,0.96039603960396,0.962962962962963,0.918918918918919,0.96039603960396,1,0.951048951048951,0.96039603960396,0.981132075471698,0.967582693170719,0.967213114754098,0.966966531767027,0.95977165284096,0.949308602579444,59,1,105,0.961904761904762,141,0.957446808510638,0.89,-0.0700000000000001,157.4175,86.36,0,322,586,518,148,202,260
245,0.967213114754098,0.970581687959737,0.960624049439839,0.965577197026653,0.985714285714286,0.934959349593496,0.991071428571429,0.907894736842105,0.982905982905983,0.991071428571429,0.945205479452055,0.958333333333333,0.991071428571429,0.968211572513852,0.967213114754098,0.967083988322479,0.960624049439839,0.94981076188909,58,1,117,0.982905982905983,130,0.938461538461538,0.92,0.13,157.98,98.305,0,318,554,554,152,234,224
246,0.967213114754098,0.96360002334267,0.958711345234611,0.961149468028873,0.953125,0.952380952380952,0.985294117647059,0.91044776119403,0.980392156862745,0.985294117647059,0.931297709923664,0.966183574879227,0.985294117647059,0.967220433255269,0.967213114754098,0.967041544926448,0.958711345234611,0.948766189044363,51,0.980392156862745,112,0.955357142857143,142,0.971830985915493,1.05,-0.12,157.2,86.2,0,336,584,506,134,204,272
247,0.947540983606557,0.953406626767282,0.935548277861281,0.944393035099009,0.984126984126984,0.934426229508197,0.941666666666667,0.849315068493151,0.966101694915254,0.991228070175439,0.911764705882353,0.95,0.965811965811966,0.949028081715531,0.947540983606557,0.946758647973691,0.935548277861281,0.91913835956918,55,1,128,0.9375,122,0.934426229508197,0.91,-0.0800000000000001,157.48,86.34,0,324,552,550,146,236,228
248,0.944262295081967,0.950976759948534,0.934730056406124,0.942783419732226,0.984375,0.957264957264957,0.911290322580645,0.863013698630137,0.941176470588235,1,0.91970802919708,0.949152542372881,0.953586497890295,0.946720365134894,0.944262295081967,0.943747911263486,0.934730056406124,0.914181204276871,54,1,124,0.951612903225806,127,0.913385826771654,0.97,0.01,157.83,86.54,0,324,550,552,146,238,226
249,0.980327868852459,0.983994708994709,0.971226092896175,0.977568708069396,1,0.96031746031746,0.991666666666667,0.921875,0.991803278688525,1,0.959349593495935,0.975806451612903,0.99581589958159,0.980875618006765,0.980327868852459,0.980160174199093,0.971226092896175,0.969293756397134,52,1,118,0.983050847457627,135,0.97037037037037,0.9,0.16,157.75,98.44,0,342,544,540,128,244,238
250,0.963934426229508,0.969649621212121,0.956875574761754,0.963220248096301,1,0.9453125,0.963636363636364,0.905405405405405,0.983739837398374,0.981481481481482,0.950354609929078,0.964143426294821,0.972477064220183,0.965069392697466,0.963934426229508,0.963748870507523,0.956875574761754,0.944493158843869,56,1,135,0.948148148148148,114,0.964912280701754,0.93,-0.13,157.865,86.3375,0,322,542,562,148,246,216
251,0.967213114754098,0.968255581037536,0.961688311688312,0.964960772715113,0.972972972972973,0.969387755102041,0.962406015037594,0.935064935064935,0.95,1,0.95364238410596,0.959595959595959,0.980842911877395,0.967362833947328,0.967213114754098,0.96700967952807,0.961688311688312,0.949589276564798,63,1,103,0.970873786407767,139,0.949640287769784,0.88,-0.0999999999999999,157.76,88.2,0,316,588,522,154,200,256
252,0.963934426229508,0.968315040864905,0.95440056022409,0.961307451764003,0.983870967741935,0.938931297709924,0.982142857142857,0.897058823529412,0.984,0.982142857142857,0.938461538461539,0.9609375,0.982142857142857,0.964818485312105,0.963934426229508,0.963713351197982,0.95440056022409,0.943980631157121,54,0.981481481481482,124,0.983870967741935,127,0.937007874015748,0.9,0.11,156.875,98.4725,0,334,538,554,136,250,224
253,0.963934426229508,0.971335347961284,0.949621244062175,0.960355570097438,1,0.922480620155039,0.991525423728814,0.865671641791045,0.991666666666667,0.991525423728814,0.928,0.955823293172691,0.991525423728814,0.966221883339687,0.963934426229508,0.963523918625321,0.949621244062175,0.943835272453336,53,1,118,0.983050847457627,134,0.932835820895522,0.95,0.0700000000000001,156.9,96.14,0,336,548,542,134,240,236
254,0.960655737704918,0.962416457811195,0.950344620112062,0.956342445007523,0.966666666666667,0.947368421052632,0.973214285714286,0.892307692307692,0.976744186046512,0.981981981981982,0.928,0.961832061068702,0.977578475336323,0.960887361847241,0.960655737704918,0.960352611935064,0.950344620112062,0.938524590163935,47,1,142,0.943661971830986,116,0.96551724137931,0.95,-0.12,157.35,86.38,0,340,530,556,130,258,222
255,0.977049180327869,0.978706165181575,0.973444982512779,0.976068484221175,0.986111111111111,0.959016393442623,0.990990990990991,0.946666666666667,0.991525423728814,0.982142857142857,0.965986394557823,0.975,0.986547085201794,0.977420520493619,0.977049180327869,0.977023780768648,0.973444982512779,0.964883135681037,64,0.984375,117,0.991452991452991,124,0.959677419354839,0.84,0.01,156.88,96.52,0,320,552,554,150,236,224
256,0.967213114754098,0.968982630272953,0.954084753167322,0.961475985280892,0.983870967741935,0.923076923076923,1,0.871428571428571,0.990825688073395,1,0.924242424242424,0.955752212389381,1,0.968807712646951,0.967213114754098,0.96679987163086,0.954084753167322,0.94921406687092,50,1,113,0.964601769911504,142,0.957746478873239,0.91,0.11,157.345,97.4725,0,330,570,526,140,218,252
257,0.963934426229508,0.96208233092756,0.952706608005521,0.957371515453562,0.95,0.953488372093023,0.982758620689655,0.890625,0.976190476190476,0.991304347826087,0.919354838709677,0.964705882352941,0.987012987012987,0.963792709059119,0.963934426229508,0.963600473312733,0.952706608005521,0.943699551945764,48,0.979166666666667,135,0.948148148148148,122,0.975409836065574,0.94,-0.2,157.61,82.05,0,342,536,548,128,252,230
258,0.954098360655738,0.96078431372549,0.94199207696661,0.951295397221129,1,0.882352941176471,1,0.842105263157895,1,0.983870967741935,0.914285714285714,0.9375,0.991869918699187,0.959498553519769,0.954098360655738,0.953819948211192,0.94199207696661,0.929465790082263,60,1,102,0.96078431372549,143,0.93006993006993,0.89,0.1,157.865,97.3,0,318,578,530,152,210,248
259,0.954098360655738,0.960122563660096,0.941628264208909,0.950785486508896,0.983606557377049,0.923076923076923,0.973684210526316,0.857142857142857,0.967741935483871,1,0.916030534351145,0.94488188976378,0.986666666666667,0.955386704414272,0.954098360655738,0.95346718601734,0.941628264208909,0.928810790083527,54,1,118,0.957627118644068,133,0.932330827067669,0.95,0.22,157.225,100.34,0,330,540,556,140,248,222
260,0.970491803278689,0.976445123503947,0.96115047159588,0.968737432431005,1,0.954545454545455,0.974789915966387,0.915254237288136,0.976744186046512,0.991452991452991,0.955752212389381,0.96551724137931,0.983050847457627,0.971104209194855,0.970491803278688,0.970354274824416,0.96115047159588,0.953386088846624,46,1,123,0.983739837398374,136,0.948529411764706,0.94,0.1,157.11,98.3,0,352,530,544,118,258,234
261,0.963934426229508,0.966277461672199,0.961400472247747,0.963832797613572,0.9875,0.963963963963964,0.947368421052632,0.929411764705882,0.963963963963964,0.990825688073395,0.957575757575758,0.963963963963964,0.968609865470852,0.96459232096635,0.963934426229508,0.963843982722171,0.961400472247747,0.945427632649078,64,1,120,0.966666666666667,121,0.942148760330578,0.94,-0.0700000000000001,157.02,88.42,0,300,566,560,170,222,218
262,0.957377049180328,0.963340765514679,0.942109405745769,0.952606801078774,0.983333333333333,0.915384615384615,0.991304347826087,0.842857142857143,0.983471074380165,1,0.907692307692308,0.948207171314741,0.995633187772926,0.959355958842773,0.957377049180328,0.956635123520193,0.942109405745769,0.933900141702092,51,1,122,0.967213114754098,132,0.931818181818182,0.9,0.12,157.2,100.36,0,330,546,550,140,242,228
263,0.970491803278689,0.970581458717052,0.965624294748774,0.968096530952108,0.971428571428571,0.957264957264957,0.983050847457627,0.931506849315068,0.973913043478261,0.991452991452991,0.951048951048951,0.96551724137931,0.987234042553191,0.970546573614092,0.970491803278688,0.970385046439074,0.965624294748774,0.954743298051241,58,0.982758620689655,118,0.974576271186441,129,0.961240310077519,0.89,0.01,157.03,93.5,0,324,558,544,146,230,234
264,0.970491803278689,0.975077215490615,0.963190883190883,0.969097603171193,1,0.942622950819672,0.982608695652174,0.906666666666667,0.982905982905983,1,0.951048951048951,0.96234309623431,0.991228070175439,0.971546451982286,0.970491803278688,0.970267493501345,0.963190883190883,0.954744790292799,62,1,117,0.982905982905983,126,0.944444444444444,0.9,0.18,157.4,97.46,0,320,554,552,150,234,226
265,0.954098360655738,0.956209125808105,0.946420612289831,0.951289689426528,0.971014492753623,0.959016393442623,0.93859649122807,0.881578947368421,0.966942148760331,0.990740740740741,0.924137931034483,0.962962962962963,0.963963963963964,0.954775429863817,0.954098360655738,0.953642981590975,0.946420612289831,0.929662147693017,56,0.982142857142857,133,0.954887218045113,116,0.939655172413793,0.94,-0.16,166.13,86.12,0,318,546,562,152,242,216
266,0.986885245901639,0.986602110651024,0.986602110651024,0.986602110651024,0.984375,0.984126984126984,0.991304347826087,0.984375,0.984126984126984,0.991304347826087,0.984375,0.984126984126984,0.991304347826087,0.986885245901639,0.986885245901639,0.986885245901639,0.986602110651024,0.979608210202581,53,1,122,0.991803278688525,130,0.976923076923077,1.02,0.21,157.175,100.2375,0,342,536,548,128,252,230
267,0.970491803278689,0.972657244716068,0.966691654172913,0.969665274130408,0.984848484848485,0.974789915966387,0.958333333333333,0.942028985507246,0.966666666666667,0.991379310344828,0.962962962962963,0.97071129707113,0.974576271186441,0.970806564056323,0.970491803278688,0.970428352624941,0.966691654172913,0.9544557083838,58,1,123,0.967479674796748,124,0.959677419354839,0.93,0.05,166.49,88.5,0,332,548,546,138,240,232
268,0.973770491803279,0.974343819748376,0.967887667887668,0.971105013403776,0.970149253731343,0.962406015037594,0.990476190476191,0.928571428571429,0.984615384615385,0.990476190476191,0.948905109489051,0.973384030418251,0.990476190476191,0.973846654806824,0.973770491803279,0.973650103667561,0.967887667887668,0.959346884371876,56,0.982142857142857,130,0.976923076923077,119,0.966386554621849,0.98,0.32,156.995,100.4,0,330,528,568,140,260,210
269,0.963934426229508,0.970982142857143,0.954769494171775,0.962807572440474,1,0.921875,0.991071428571429,0.89041095890411,0.991596638655462,0.982300884955752,0.942028985507246,0.955465587044534,0.986666666666667,0.966210480093677,0.963934426229508,0.963809357815285,0.954769494171775,0.944446284276063,55,1,120,0.975,130,0.938461538461538,0.95,0.17,157.25,98.5,0,324,550,552,146,238,226
270,0.960655737704918,0.963113537026581,0.953121877658992,0.958091658023336,0.971014492753623,0.936507936507937,0.981818181818182,0.893333333333333,0.975206611570248,0.990825688073395,0.930555555555556,0.955465587044534,0.986301369863014,0.961185997023488,0.960655737704918,0.960360170538111,0.953121877658992,0.939617910053783,61,0.983606557377049,120,0.966666666666667,124,0.943548387096774,0.96,0.1,157.02,97.2,0,320,546,560,150,242,218
271,0.931147540983607,0.945138269402319,0.911500754147813,0.928014799222398,1,0.940677966101695,0.894736842105263,0.794117647058823,0.948717948717949,0.991666666666667,0.885245901639344,0.94468085106383,0.940711462450593,0.935828665857475,0.931147540983607,0.929868053704966,0.911500754147813,0.89251011126588,49,1,123,0.943089430894309,133,0.894736842105263,0.97,-0.15,157.45,86.05,0,334,554,538,136,234,240
272,0.963934426229508,0.971128608923885,0.950966183574879,0.960941646159027,1,0.913385826771654,1,0.869565217391304,1,0.983333333333333,0.930232558139535,0.954732510288066,0.991596638655462,0.967058216083645,0.963934426229508,0.963693817520324,0.950966183574879,0.944076808961046,55,1,112,0.973214285714286,138,0.942028985507246,1.02,0.1,157.38,100.1,0,332,556,538,138,232,240
273,0.99016393442623,0.991709587060631,0.986758474576271,0.98922783574376,1,0.983193277310924,0.991935483870968,0.96875,0.991525423728814,1,0.984126984126984,0.987341772151899,0.995951417004049,0.990245479471535,0.99016393442623,0.990139279965734,0.986758474576271,0.984689523618292,54,1,123,0.983739837398374,128,0.9921875,0.86,-0.0999999999999999,166.885,86.15,0,342,552,532,128,236,246
274,0.970491803278689,0.975542005420054,0.959031198686371,0.967216145495038,1,0.934959349593496,0.991666666666667,0.885714285714286,0.991379310344828,1,0.939393939393939,0.96234309623431,0.99581589958159,0.972011861921898,0.970491803278688,0.970135957281852,0.959031198686371,0.954354224520678,53,1,114,0.982456140350877,138,0.949275362318841,0.95,0.0800000000000001,157.2375,96.08,0,330,556,540,140,232,238
275,0.977049180327869,0.980153556424743,0.972030651340996,0.976075204456387,1,0.974358974358974,0.966101694915254,0.933333333333333,0.982758620689655,1,0.96551724137931,0.978540772532189,0.982758620689655,0.977577817199934,0.977049180327869,0.976914772051813,0.972030651340996,0.964856545571266,62,1,120,0.975,123,0.967479674796748,0.83,-0.14,166.38,88.08,0,320,556,550,150,232,228
276,0.963934426229508,0.964796087926696,0.958005378459924,0.961388741904592,0.970588235294118,0.932203389830508,0.991596638655462,0.916666666666667,0.982142857142857,0.975206611570248,0.942857142857143,0.956521739130435,0.983333333333333,0.964827297965588,0.963934426229508,0.963932729185758,0.958005378459924,0.944558284033447,57,0.982456140350877,122,0.934426229508197,126,0.984126984126984,0.83,-0.12,176.3225,83.12,0,326,564,536,144,224,242
277,0.954098360655738,0.958760683760684,0.942272727272727,0.950445204219682,0.984615384615385,0.9,0.991666666666667,0.853333333333333,0.981818181818182,0.991666666666667,0.914285714285714,0.939130434782609,0.991666666666667,0.95687263556116,0.954098360655738,0.953691070155789,0.942272727272727,0.929479768786127,54,1,111,0.972972972972973,140,0.921428571428571,0.95,0.0900000000000001,157.75,97.455,0,320,568,538,150,220,240
278,0.954098360655738,0.961293608352432,0.944444444444445,0.952794542309719,1,0.974789915966387,0.909090909090909,0.866666666666667,0.966666666666667,1,0.928571428571429,0.97071129707113,0.952380952380952,0.957294393167103,0.954098360655738,0.95373809033868,0.944444444444445,0.92949141347424,60,1,123,0.975609756097561,122,0.909836065573771,0.9,-0.21,157.2,86.185,0,320,548,558,150,240,220
